Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.58;1.81;1.91;2.10;2.34;2.76;3.94;2.93;3.77;4.84;3.76;3.82;1.50
Price/Earnings;13.51;21.11;22.30;24.78;30.11;41.01;45.36;97.46;35.74;44.73;28.52;46.14;24.83
Price/Cash Flow;10.70;10.98;12.59;13.80;14.43;16.37;26.00;19.16;22.48;27.76;19.80;23.57;11.13
Price/Book;2.22;2.38;2.51;2.67;3.02;3.72;5.39;3.68;4.54;5.77;4.71;4.82;1.87
Price/Forward Earnings;11.93;13.30;17.51;20.75;23.31;25.91;35.21;24.45;29.15;32.05;28.33;31.97;—
PEG Ratio;1.48;1.66;1.91;1.85;1.26;1.06;2.14;2.27;—;2.22;5.58;2.42;—
Earnings Yield %;7.40;4.74;4.48;4.04;3.32;2.44;2.20;1.03;2.80;2.24;3.51;2.41;—
Enterprise Value (Bil);2.16;2.89;3.05;3.69;4.61;5.86;9.10;7.03;9.81;13.83;11.55;9.60;—
Enterprise Value/EBIT;8.55;12.65;13.48;17.56;21.02;24.86;30.93;21.80;27.95;33.64;21.00;28.76;—
Enterprise Value/EBITDA;6.07;8.95;9.53;12.14;13.78;16.14;20.50;15.10;19.20;22.77;15.18;19.36;—
