Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;0.98;—;1.37;1.73;1.89;2.08;1.52;3.01
Price/Earnings;—;—;—;—;—;7.23;—;4.97;29.67;28.71;275.67;22.94;25.53
Price/Cash Flow;—;—;—;—;—;4.58;14.52;7.31;11.12;12.77;12.06;9.93;17.03
Price/Book;—;—;—;—;1.29;4.71;2.02;1.20;1.31;1.23;1.31;1.69;4.19
Price/Forward Earnings;—;—;—;—;—;—;21.01;16.58;17.30;17.27;19.92;19.00;—
PEG Ratio;—;—;—;—;—;—;1.33;1.20;0.82;1.24;2.38;—;—
Earnings Yield %;—;—;—;—;-0.20;13.83;—;20.11;3.37;3.48;0.36;9.24;—
Enterprise Value (Bil);—;—;—;—;0.37;1.27;2.37;1.96;2.49;2.81;3.10;2.15;—
Enterprise Value/EBIT;—;—;—;—;—;9.14;—;9.62;19.84;22.06;36.60;15.12;—
Enterprise Value/EBITDA;—;—;—;—;—;8.54;—;8.01;14.80;15.70;22.21;11.44;—
