Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.87;0.93;1.18;1.21;1.12;1.66;1.63;1.74;2.06;1.58;1.88;1.72;3.01
Price/Earnings;26.77;18.13;20.19;19.82;18.79;24.12;22.81;22.21;21.03;21.92;22.38;21.96;25.53
Price/Cash Flow;5.69;4.92;4.72;5.33;4.43;9.43;8.00;9.24;9.13;7.53;8.39;8.54;17.03
Price/Book;1.72;1.37;1.66;1.91;1.81;2.22;2.27;2.18;2.50;1.75;2.00;2.11;4.19
Price/Forward Earnings;18.42;11.01;14.56;20.00;18.48;22.32;21.51;22.73;25.51;17.70;21.05;22.22;—
PEG Ratio;4.61;—;7.66;10.52;—;—;—;—;—;3.69;—;—;—
Earnings Yield %;3.74;5.52;4.95;5.04;5.32;4.15;4.38;4.50;4.76;4.56;4.47;4.59;—
Enterprise Value (Bil);0.66;0.68;0.74;0.84;0.84;1.03;1.12;1.22;1.40;1.21;1.36;1.19;—
Enterprise Value/EBIT;20.20;16.91;17.44;13.38;12.87;15.84;16.25;17.14;16.55;18.40;18.29;16.65;—
Enterprise Value/EBITDA;10.36;9.06;9.27;8.15;7.63;9.23;9.69;10.13;10.24;10.13;10.44;9.79;—
