Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.45;0.52;0.65;0.52;0.30;0.43;0.44;0.28;0.32;0.34;0.35;0.33;3.07
Price/Earnings;14.93;15.40;19.42;15.68;9.58;30.95;17.61;11.88;11.55;29.07;66.50;20.85;25.84
Price/Cash Flow;21.27;11.96;17.08;14.77;7.86;9.83;20.25;9.41;11.05;6.62;8.04;10.84;17.36
Price/Book;1.79;1.89;2.32;1.78;1.05;1.62;1.52;0.97;1.13;1.22;1.53;1.19;4.27
Price/Forward Earnings;12.20;12.15;13.50;13.04;11.35;16.67;15.85;8.97;10.80;12.03;15.87;12.22;—
PEG Ratio;1.04;1.60;1.22;1.34;1.67;1.69;1.92;0.86;1.37;0.78;1.02;1.14;—
Earnings Yield %;6.70;5.86;5.15;6.38;10.44;3.23;5.68;8.42;8.65;3.44;1.50;6.95;—
Enterprise Value (Bil);2.97;4.66;5.51;4.80;3.21;4.61;4.54;3.31;3.92;8.90;9.92;4.71;—
Enterprise Value/EBIT;9.85;14.00;13.10;10.60;7.87;13.56;14.14;9.61;11.10;26.33;23.49;14.08;—
Enterprise Value/EBITDA;8.98;12.58;11.42;9.22;6.78;11.33;11.78;8.12;9.45;20.49;17.43;11.47;—
