Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.89;2.14;3.32;3.24;3.20;4.65;6.13;7.89;7.02;9.54;10.34;7.23;3.07
Price/Earnings;25.72;—;29.74;27.35;84.46;—;1,215.40;188.41;—;106.79;76.59;351.86;25.84
Price/Cash Flow;28.07;13.76;19.10;14.44;22.33;28.95;52.99;39.53;30.92;59.48;45.17;44.31;17.36
Price/Book;2.63;3.27;4.57;4.98;4.61;6.35;7.97;11.25;7.20;9.70;10.19;8.60;4.27
Price/Forward Earnings;10.35;13.97;17.12;29.07;18.28;35.84;46.30;48.54;39.06;43.10;37.17;42.16;—
PEG Ratio;0.64;0.70;1.07;16.91;1.14;2.24;2.90;1.43;1.22;2.48;2.14;1.93;—
Earnings Yield %;3.89;-0.84;3.36;3.66;1.18;-1.04;0.08;0.53;-0.31;0.94;1.31;0.13;—
Enterprise Value (Bil);2.20;2.82;4.25;4.57;4.36;5.81;7.47;10.19;9.02;14.87;18.21;9.86;—
Enterprise Value/EBIT;20.37;26.01;31.87;23.52;105.67;—;182.24;144.95;142.41;70.43;56.95;138.00;—
Enterprise Value/EBITDA;12.90;15.90;20.24;16.83;34.69;117.99;58.49;64.63;63.90;44.98;41.48;71.24;—
