Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.19;1.34;1.61;1.94;2.29;3.51;3.53;2.54;3.35;4.03;4.32;3.46;3.07
Price/Earnings;21.71;27.06;—;46.75;218.65;53.29;78.46;45.56;84.46;98.36;35.13;93.24;25.84
Price/Cash Flow;9.38;18.93;35.27;24.77;25.34;27.40;34.66;22.01;27.28;26.10;23.59;28.27;17.36
Price/Book;1.65;2.10;3.07;2.59;3.43;3.89;4.11;2.81;3.61;3.92;3.86;3.77;4.27
Price/Forward Earnings;9.50;12.21;15.77;16.29;19.65;21.83;21.01;16.95;19.19;22.52;24.94;21.96;—
PEG Ratio;0.83;1.06;1.37;1.36;1.51;1.68;1.62;1.18;1.60;1.88;1.92;1.73;—
Earnings Yield %;4.61;3.70;-1.26;2.14;0.46;1.88;1.27;2.20;1.18;1.02;2.85;1.48;—
Enterprise Value (Bil);1.26;1.51;1.96;2.26;3.15;3.79;4.45;5.07;6.33;6.71;7.25;5.44;—
Enterprise Value/EBIT;17.35;20.36;—;35.81;37.16;37.97;58.43;52.79;56.23;45.12;33.55;53.99;—
Enterprise Value/EBITDA;10.46;11.92;43.92;18.90;20.67;21.98;28.37;24.63;28.55;25.18;21.83;27.54;—
