Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.68;0.78;1.27;1.13;1.60;2.11;1.85;1.26;1.70;1.48;1.51;1.65;3.07
Price/Earnings;16.72;12.04;16.42;25.58;23.21;21.80;24.48;17.36;20.80;21.36;26.44;21.24;25.84
Price/Cash Flow;6.30;4.63;9.06;11.17;9.06;14.37;11.29;10.72;9.48;9.15;8.50;11.16;17.36
Price/Book;1.87;1.88;2.80;2.28;3.51;6.19;4.52;2.94;4.46;3.60;3.60;4.24;4.27
Price/Forward Earnings;6.52;8.73;10.79;11.17;13.48;17.67;16.47;—;—;—;—;13.62;—
PEG Ratio;0.77;1.74;0.98;1.02;1.35;—;1.83;—;—;—;—;1.37;—
Earnings Yield %;5.98;8.31;6.09;3.91;4.31;4.59;4.08;5.76;4.81;4.68;3.78;4.79;—
Enterprise Value (Bil);0.67;0.72;1.07;0.93;1.26;1.67;1.54;1.21;1.99;1.74;1.80;1.63;—
Enterprise Value/EBIT;9.43;7.32;12.64;12.55;12.45;12.90;14.62;11.78;15.56;15.95;17.77;14.34;—
Enterprise Value/EBITDA;5.01;4.37;7.44;7.52;8.58;9.82;10.42;7.61;10.16;9.90;10.67;9.67;—
