Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.94;1.38;1.87;1.60;1.35;1.52;1.55;1.47;1.99;1.56;2.36;1.66;3.07
Price/Earnings;27.32;26.33;24.85;18.09;25.36;42.87;—;—;—;—;37.68;63.45;25.84
Price/Cash Flow;8.17;16.45;23.01;18.10;10.82;9.30;16.52;18.34;14.76;11.22;15.03;14.17;17.36
Price/Book;1.83;2.54;3.12;2.59;2.17;2.97;3.38;3.86;5.44;5.26;6.53;4.50;4.27
Price/Forward Earnings;15.97;16.34;18.25;21.28;23.15;101.01;-94.34;-2,500.00;80.65;1,111.11;69.93;173.08;—
PEG Ratio;0.53;0.82;0.61;0.95;1.54;6.72;—;—;5.37;74.23;2.80;4.00;—
Earnings Yield %;3.66;3.80;4.02;5.53;3.94;2.33;-2.51;-1.93;-0.22;-3.05;2.65;-0.78;—
Enterprise Value (Mil);183.50;258.97;348.22;344.51;281.59;304.99;323.71;346.11;452.76;322.10;484.05;362.90;—
Enterprise Value/EBIT;16.11;14.55;16.03;14.36;14.40;21.52;—;—;153.48;103.44;64.12;11.75;—
Enterprise Value/EBITDA;10.11;11.10;12.47;11.00;10.27;14.44;—;45.04;31.64;21.89;25.75;49.30;—
