Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.09;1.72;2.85;3.33;2.11;2.85;3.21;3.86;3.38;4.50;7.43;3.64;1.76
Price/Earnings;6.36;35.74;—;36.49;47.67;—;26.36;65.46;97.54;66.00;84.63;74.32;17.62
Price/Cash Flow;8.08;18.28;66.32;41.73;27.54;34.46;36.41;38.44;26.18;35.40;38.27;34.44;9.46
Price/Book;2.51;3.91;7.08;7.93;5.90;4.53;4.84;4.94;5.81;7.97;10.04;5.49;2.05
Price/Forward Earnings;13.99;—;—;—;—;—;—;—;—;—;—;—;—
PEG Ratio;3.09;—;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;15.72;—;—;—;—;-0.21;3.79;—;—;—;1.18;1.67;—
Enterprise Value (Bil);17.85;—;—;—;—;43.99;58.76;—;—;—;94.73;62.83;—
Enterprise Value/EBIT;5.56;—;—;—;—;20.52;37.91;—;—;—;70.96;34.20;—
Enterprise Value/EBITDA;4.67;—;—;—;—;13.90;27.26;—;—;—;38.63;20.63;—
