Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;1.20;1.43;1.55;1.53;2.37;2.38;2.86;3.20;4.04;2.53;3.07
Price/Earnings;—;—;31.68;22.82;23.43;23.40;—;20.45;128.76;196.89;118.64;117.07;25.84
Price/Cash Flow;—;—;17.48;19.68;16.60;14.96;19.02;22.88;24.87;19.54;18.23;20.18;17.36
Price/Book;—;—;—;—;—;—;2.80;3.18;4.85;5.86;8.02;4.13;4.27
Price/Forward Earnings;—;—;19.96;19.72;18.73;17.48;18.45;18.76;21.41;22.78;29.24;21.18;—
PEG Ratio;—;—;1.32;1.08;1.29;1.25;1.44;1.18;1.22;1.26;1.32;1.30;—
Earnings Yield %;—;—;3.16;4.38;4.27;4.27;-0.63;4.89;0.78;0.51;0.84;1.96;—
Enterprise Value (Bil);—;—;7.44;8.71;9.59;19.91;28.97;32.68;40.73;45.44;57.93;34.36;—
Enterprise Value/EBIT;—;—;18.02;15.25;15.59;29.26;46.88;46.76;50.66;65.10;61.83;47.45;—
Enterprise Value/EBITDA;—;—;14.43;12.61;12.96;24.48;18.79;17.92;20.51;23.24;25.97;20.74;—
