Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.25;0.30;0.50;0.75;0.53;0.36;0.38;0.24;0.17;0.47;0.41;0.28;3.07
Price/Earnings;12.55;7.89;15.67;13.26;14.09;19.85;19.71;8.04;—;—;19.48;19.75;25.84
Price/Cash Flow;6.36;4.79;15.50;11.76;7.77;15.85;8.67;7.43;2.21;10.45;8.16;7.51;17.36
Price/Book;0.78;1.00;1.45;2.20;1.45;1.03;1.03;0.65;0.52;1.18;0.98;0.78;4.27
Price/Forward Earnings;9.68;5.73;8.82;—;—;—;—;—;—;9.57;7.23;—;—
PEG Ratio;0.46;0.22;0.34;—;—;—;—;—;—;0.64;0.48;—;—
Earnings Yield %;7.97;12.67;6.38;7.54;7.10;5.04;5.07;12.43;-23.59;-0.53;5.13;0.46;—
Enterprise Value (Mil);54.08;69.34;145.87;277.68;192.01;151.52;191.39;148.42;109.61;208.99;178.79;146.02;—
Enterprise Value/EBIT;5.41;3.75;8.12;7.29;8.09;8.84;10.65;7.77;—;168.54;12.04;9.06;—
Enterprise Value/EBITDA;3.25;2.72;5.65;5.99;5.85;5.49;6.44;4.28;—;10.09;5.17;13.99;—
