Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.66;2.81;3.02;3.24;4.30;6.58;8.30;5.67;7.27;8.25;9.11;7.49;3.07
Price/Earnings;2.04;125.73;74.86;65.08;63.02;55.12;61.90;41.15;53.90;62.64;67.72;57.06;25.84
Price/Cash Flow;10.25;8.46;7.18;8.72;10.55;15.46;19.49;12.20;15.96;19.07;19.58;16.83;17.36
Price/Book;1.67;2.63;3.13;4.04;6.86;8.18;13.34;12.14;23.46;59.36;134.52;28.36;4.27
Price/Forward Earnings;-178.57;74.63;50.25;55.56;—;32.68;58.48;22.99;29.94;51.28;63.69;38.48;—
PEG Ratio;—;5.19;1.40;1.54;—;—;—;1.01;1.89;2.72;3.02;—;—
Earnings Yield %;48.93;0.80;1.34;1.54;1.59;1.81;1.62;2.43;1.86;1.60;1.48;1.77;—
Enterprise Value (Bil);0.45;0.75;0.97;1.26;2.20;3.39;4.80;4.47;5.79;7.22;7.68;5.33;—
Enterprise Value/EBIT;—;44.15;31.39;31.73;38.95;39.96;40.84;32.21;42.14;52.72;55.45;42.61;—
Enterprise Value/EBITDA;7.55;9.25;10.11;10.94;14.67;18.10;19.60;16.15;20.21;23.98;24.69;20.08;—
