Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.85;2.15;2.52;2.99;2.21;1.87;2.54;2.33;2.29;2.06;2.64;2.08;3.07
Price/Earnings;7.88;7.11;8.82;9.77;10.67;101.55;—;14.41;21.90;29.11;27.74;28.17;25.84
Price/Cash Flow;4.12;5.53;7.67;11.96;7.49;10.20;6.95;6.95;7.36;6.73;7.31;7.06;17.36
Price/Book;2.23;2.17;2.55;2.93;2.31;1.90;3.13;2.82;3.46;2.93;3.65;2.69;4.27
Price/Forward Earnings;6.29;7.01;8.26;12.29;9.53;32.26;113.64;16.18;19.08;28.49;19.12;30.79;—
PEG Ratio;1.05;—;—;—;—;—;—;0.59;0.60;2.68;0.79;—;—
Earnings Yield %;12.69;14.07;11.33;10.23;9.38;0.98;-4.33;6.94;4.57;3.44;3.61;2.74;—
Enterprise Value (Bil);9.67;12.12;13.83;15.11;12.11;11.32;13.72;13.37;14.26;11.98;14.23;12.46;—
Enterprise Value/EBIT;4.03;4.13;5.76;6.04;5.14;34.21;—;21.22;13.77;18.71;19.68;23.88;—
Enterprise Value/EBITDA;3.43;3.62;4.91;5.22;4.41;12.08;19.91;8.73;7.43;7.91;8.85;10.80;—
