Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.06;0.86;0.62;0.58;0.82;0.90;1.26;0.84;1.17;0.74;0.42;1.00;1.48
Price/Earnings;17.86;71.14;—;—;44.20;14.21;13.48;10.41;22.75;—;16.56;15.26;14.44
Price/Cash Flow;14.81;24.09;13.50;108.87;133.76;16.78;10.88;12.80;26.20;—;19.07;19.96;7.33
Price/Book;1.46;1.25;0.89;1.00;1.65;1.76;2.09;1.84;1.90;7.44;10.13;2.89;1.51
Price/Forward Earnings;13.40;9.40;6.51;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.40;0.28;0.19;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.60;1.41;-1.74;-49.23;2.26;7.04;7.42;9.60;4.40;-39.85;-29.27;0.21;—
Enterprise Value (Mil);18.32;16.56;9.94;6.49;15.29;16.30;29.43;23.36;26.44;60.49;82.24;30.78;—
Enterprise Value/EBIT;8.44;29.76;—;—;16.65;9.63;9.14;7.63;13.03;—;8.95;9.99;—
Enterprise Value/EBITDA;6.27;7.55;5.94;27.28;12.60;7.62;8.26;6.79;10.51;—;7.22;8.44;—
