Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.26;0.34;0.58;0.60;0.50;0.77;1.01;0.60;0.80;0.86;1.26;0.79;3.07
Price/Earnings;7.15;11.45;14.27;13.48;13.46;22.20;24.11;9.75;11.53;18.24;24.57;16.70;25.84
Price/Cash Flow;5.05;10.82;10.09;24.02;36.91;8.32;27.95;10.54;11.75;18.09;8.98;14.85;17.36
Price/Book;1.22;1.45;2.01;1.92;1.49;2.44;2.94;1.71;2.49;2.06;2.84;2.28;4.27
Price/Forward Earnings;10.35;8.99;11.25;11.95;12.17;19.05;19.76;9.29;12.30;17.01;15.04;14.94;—
PEG Ratio;—;4.07;0.66;0.70;—;—;—;—;—;—;—;—;—
Earnings Yield %;13.99;8.74;7.01;7.42;7.43;4.50;4.15;10.26;8.67;5.48;4.07;6.82;—
Enterprise Value (Bil);2.59;3.09;4.47;4.38;3.75;5.34;7.17;4.66;6.83;6.12;8.29;5.98;—
Enterprise Value/EBIT;5.10;8.22;8.74;8.71;9.46;14.54;15.21;7.00;8.49;12.28;16.63;11.38;—
Enterprise Value/EBITDA;3.97;6.12;7.00;6.96;7.20;10.77;11.92;5.92;7.42;10.16;13.81;9.17;—
