Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.45;2.48;2.31;2.25;2.19;2.53;3.08;2.91;4.16;5.48;7.61;3.57;1.50
Price/Earnings;15.99;20.35;20.09;19.74;12.78;24.71;28.21;21.66;31.55;58.12;72.32;31.47;24.83
Price/Cash Flow;14.50;16.69;15.95;15.38;14.08;15.87;18.00;16.39;21.94;30.98;31.18;19.67;11.13
Price/Book;2.74;2.83;2.61;2.41;3.15;3.69;4.60;4.33;6.19;7.19;9.08;5.06;1.87
Price/Forward Earnings;15.72;16.21;16.53;16.92;17.04;20.79;21.69;19.08;25.32;34.97;40.00;25.56;—
PEG Ratio;1.16;2.13;2.19;2.54;1.89;2.31;1.78;2.03;3.51;6.25;2.02;3.14;—
Earnings Yield %;6.25;4.91;4.98;5.07;7.83;4.05;3.55;4.62;3.17;1.72;1.38;3.48;—
Enterprise Value (Bil);60.04;73.84;71.41;72.91;78.94;96.81;127.49;137.25;229.47;279.05;356.37;172.35;—
Enterprise Value/EBIT;11.10;12.54;12.19;12.75;9.10;15.67;17.34;15.13;22.33;38.92;46.11;21.04;—
Enterprise Value/EBITDA;9.62;10.27;9.88;10.07;7.37;11.73;13.20;11.93;16.54;21.73;25.86;14.63;—
