Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.52;0.40;0.70;0.80;0.65;0.51;0.73;0.50;0.92;0.67;0.72;0.69;3.07
Price/Earnings;10.76;7.75;12.95;14.90;21.69;14.55;13.56;395.20;13.07;14.05;22.89;45.26;25.84
Price/Cash Flow;5.69;3.51;4.90;7.76;7.57;6.38;11.95;5.72;6.47;6.72;10.12;24.70;17.36
Price/Book;0.87;0.72;1.20;1.31;1.18;0.96;1.39;0.87;1.61;0.84;0.85;1.20;4.27
Price/Forward Earnings;6.75;5.94;9.96;12.05;10.66;7.46;8.35;5.56;8.90;10.35;12.18;8.93;—
PEG Ratio;0.56;6.12;1.62;1.65;1.49;2.49;2.90;37.11;5.86;—;0.58;7.22;—
Earnings Yield %;9.30;12.90;7.72;6.71;4.61;6.87;7.38;0.25;7.65;7.12;4.37;6.16;—
Enterprise Value (Bil);19.45;15.94;21.40;22.47;17.89;15.16;11.85;8.82;11.96;6.63;6.80;10.49;—
Enterprise Value/EBIT;12.44;8.97;11.97;14.96;26.50;18.99;18.09;11.04;15.74;11.46;16.71;15.12;—
Enterprise Value/EBITDA;7.08;5.18;6.83;7.70;9.22;7.89;9.95;6.66;9.81;6.99;8.87;8.28;—
