Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.75;1.99;3.07;2.95;2.95;3.32;4.56;3.99;5.26;6.48;6.97;4.76;3.07
Price/Earnings;16.49;103.40;86.88;22.24;21.76;24.67;33.84;24.14;30.88;40.65;43.20;30.87;25.84
Price/Cash Flow;15.25;11.93;15.86;17.18;16.58;18.07;24.70;21.23;24.83;27.16;28.28;23.33;17.36
Price/Book;2.05;2.63;3.96;3.86;4.10;4.43;5.59;4.65;6.05;6.31;6.40;5.45;4.27
Price/Forward Earnings;13.42;15.63;21.46;19.92;20.04;21.98;28.41;21.83;28.90;34.97;35.71;28.33;—
PEG Ratio;0.96;0.98;1.43;1.33;1.34;1.46;1.90;2.57;2.88;3.05;2.75;2.49;—
Earnings Yield %;6.06;0.97;1.15;4.50;4.59;4.05;2.96;4.14;3.24;2.46;2.32;3.32;—
Enterprise Value (Bil);3.69;4.32;6.38;6.47;6.41;7.73;10.65;9.96;13.49;15.41;16.89;11.58;—
Enterprise Value/EBIT;12.60;33.61;38.26;14.65;14.87;18.04;23.66;17.54;23.10;30.36;31.68;22.47;—
Enterprise Value/EBITDA;10.28;20.88;25.85;12.45;12.63;15.07;19.85;15.38;20.45;26.16;27.32;19.35;—
