Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.14;2.78;3.41;3.27;3.02;3.21;4.29;4.47;4.19;4.50;4.29;4.07;3.07
Price/Earnings;28.83;35.36;58.22;34.54;34.57;46.00;51.40;82.51;35.28;29.29;387.55;68.02;25.84
Price/Cash Flow;21.77;23.95;29.19;18.37;21.13;20.30;28.16;22.82;23.83;31.51;33.73;24.43;17.36
Price/Book;3.79;3.38;4.06;3.66;3.45;3.60;4.69;5.03;4.75;4.65;4.59;4.48;4.27
Price/Forward Earnings;22.32;23.26;33.33;—;21.23;—;34.13;25.91;—;32.26;—;—;—
PEG Ratio;1.60;1.55;2.22;—;1.06;—;—;—;—;—;—;—;—
Earnings Yield %;3.47;2.83;1.72;2.89;2.89;2.17;1.95;1.21;2.83;3.41;0.26;2.39;—
Enterprise Value (Bil);2.79;2.84;3.68;3.53;3.27;3.65;5.07;5.54;5.14;5.62;5.45;4.95;—
Enterprise Value/EBIT;21.99;22.93;39.87;27.19;23.00;30.26;36.83;32.89;32.98;27.26;163.50;41.70;—
Enterprise Value/EBITDA;16.19;15.55;22.88;17.83;15.10;18.81;24.07;23.07;22.61;19.62;43.62;23.57;—
