Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.48;1.04;0.94;1.21;0.81;1.09;1.12;1.23;1.27;1.24;1.29;1.17;3.07
Price/Earnings;11.95;20.94;14.65;15.20;12.40;26.89;17.67;11.65;19.24;17.37;40.66;18.77;25.84
Price/Cash Flow;7.12;3.97;3.96;5.72;3.76;3.53;5.48;5.15;6.01;7.52;23.29;6.03;17.36
Price/Book;2.00;1.19;1.07;1.35;0.99;1.26;1.35;1.41;1.39;1.25;1.38;1.32;4.27
Price/Forward Earnings;14.22;10.05;10.28;14.79;11.01;13.50;13.64;14.29;14.90;14.25;16.29;14.04;—
PEG Ratio;11.75;3.99;1.48;1.23;1.12;2.77;2.03;1.73;3.91;64.79;8.78;10.07;—
Earnings Yield %;8.37;4.77;6.83;6.58;8.07;3.72;5.66;8.58;5.20;5.76;2.46;5.96;—
Enterprise Value (Bil);42.17;43.54;42.26;51.60;45.04;66.92;72.63;78.25;80.08;78.51;84.24;75.60;—
Enterprise Value/EBIT;9.29;15.97;10.90;12.45;11.32;18.50;16.23;15.75;17.28;18.44;23.55;17.53;—
Enterprise Value/EBITDA;6.08;6.40;5.36;6.50;5.69;7.71;7.23;7.17;7.64;7.80;7.78;7.50;—
