Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.69;0.75;1.15;1.35;0.86;1.20;1.64;0.85;0.93;1.43;1.85;1.14;3.07
Price/Earnings;14.99;21.53;47.25;68.22;—;—;4.04;16.51;101.33;—;104.00;50.31;25.84
Price/Cash Flow;15.10;7.47;13.13;72.72;13.93;23.48;16.69;9.16;6.36;15.68;25.52;15.76;17.36
Price/Book;1.29;1.55;2.11;2.25;1.98;3.75;2.30;1.39;1.57;1.46;1.84;2.09;4.27
Price/Forward Earnings;11.21;12.55;19.05;20.12;19.49;27.86;25.51;12.90;23.20;28.25;19.72;24.99;—
PEG Ratio;0.72;0.84;1.27;1.34;3.54;3.48;1.65;0.86;3.87;1.48;—;2.25;—
Earnings Yield %;6.67;4.65;2.12;1.47;-2.44;-2.12;24.78;6.06;0.99;-1.47;-0.80;7.09;—
Enterprise Value (Bil);1.07;1.24;1.60;1.92;1.55;2.11;2.38;1.61;1.94;1.61;2.26;1.84;—
Enterprise Value/EBIT;10.81;11.59;19.04;25.29;50.56;—;3.88;14.66;33.95;—;390.80;1,192.89;—
Enterprise Value/EBITDA;7.50;7.62;11.31;14.46;17.54;37.15;3.53;8.80;14.95;29.10;33.77;19.50;—
