Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.08;6.72;10.38;7.84;7.87;6.49;3.96;5.90;7.31;12.99;11.29;7.16;3.07
Price/Earnings;519.00;414.11;932.86;435.62;351.05;199.69;101.23;205.95;62.98;94.43;79.45;180.85;25.84
Price/Cash Flow;74.75;75.92;69.96;68.72;99.06;66.91;27.82;30.58;29.03;45.44;38.85;38.87;17.36
Price/Book;6.91;4.10;7.38;4.61;5.47;4.88;2.92;4.60;5.60;9.76;8.28;5.45;4.27
Price/Forward Earnings;56.82;86.21;119.05;73.53;76.34;59.52;46.73;41.49;40.16;70.42;62.89;55.00;—
PEG Ratio;2.27;3.44;4.74;2.94;—;—;2.60;2.08;2.68;4.69;—;—;—
Earnings Yield %;0.19;0.24;0.11;0.23;0.28;0.50;0.99;0.49;1.59;1.06;1.26;0.95;—
Enterprise Value (Bil);0.28;0.49;0.97;0.79;1.05;1.07;0.67;1.24;1.75;3.61;3.46;1.65;—
Enterprise Value/EBIT;236.16;354.76;817.19;214.78;186.86;138.79;58.01;71.81;48.83;76.29;67.48;79.91;—
Enterprise Value/EBITDA;82.94;77.29;108.20;65.55;69.63;57.65;28.98;41.71;34.20;55.40;48.13;43.48;—
