Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.36;0.42;0.83;0.67;0.25;0.30;0.55;0.41;0.51;0.55;0.93;0.52;3.07
Price/Earnings;13.68;10.50;21.17;18.16;148.75;—;—;—;—;—;—;127.50;25.84
Price/Cash Flow;—;—;—;121.42;—;—;68.92;14.75;—;6.07;13.41;30.34;17.36
Price/Book;1.10;1.47;2.67;2.08;0.84;1.24;2.17;1.12;1.48;1.48;2.30;1.67;4.27
Price/Forward Earnings;8.74;8.12;15.17;11.04;19.61;85.47;22.57;9.79;25.84;30.40;196.08;44.23;—
PEG Ratio;0.58;0.20;0.51;0.37;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.31;9.52;4.72;5.51;0.67;-14.29;-11.67;-2.99;-16.47;-19.19;-4.11;-11.16;—
Enterprise Value (Mil);90.80;134.85;267.33;240.29;286.76;271.72;249.54;161.27;170.33;139.40;189.92;210.25;—
Enterprise Value/EBIT;11.68;9.39;17.01;14.10;23.27;64.02;—;43.25;—;—;53.26;-4.81;—
Enterprise Value/EBITDA;8.19;7.55;13.87;11.13;12.54;64.02;27.42;18.50;—;—;122.29;102.26;—
