Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.14;0.28;0.54;0.54;0.69;0.63;0.80;0.63;0.88;1.05;1.30;0.80;1.94
Price/Earnings;6.18;8.31;21.29;15.74;18.51;11.06;16.80;10.31;—;21.54;20.38;15.36;35.54
Price/Cash Flow;2.06;3.63;6.04;6.00;8.03;6.59;9.24;6.59;7.21;7.37;8.89;7.42;13.91
Price/Book;0.55;0.91;1.81;1.87;2.70;2.35;2.75;2.22;2.85;3.22;3.16;2.60;2.09
Price/Forward Earnings;5.34;7.45;11.10;10.66;10.45;10.63;12.11;7.61;13.48;15.34;17.89;12.06;—
PEG Ratio;—;0.09;0.14;0.13;—;—;—;—;—;—;—;—;—
Earnings Yield %;16.19;12.03;4.70;6.35;5.40;9.04;5.95;9.70;-7.52;4.64;4.91;3.59;—
Enterprise Value (Bil);3.96;4.86;6.68;6.92;8.49;8.11;9.52;8.40;11.91;13.08;14.30;10.08;—
Enterprise Value/EBIT;6.99;7.02;11.05;12.03;13.63;9.32;12.48;8.95;—;17.07;16.10;12.19;—
Enterprise Value/EBITDA;4.20;4.65;6.87;7.36;8.55;6.44;8.13;6.29;38.93;9.90;9.89;14.25;—
