Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.47;2.76;3.09;3.22;3.24;2.73;2.67;1.84;1.73;1.49;1.35;2.06;1.89
Price/Earnings;62.74;122.93;32.13;165.84;33.63;74.25;63.84;21.60;23.29;9.85;11.59;42.07;18.67
Price/Cash Flow;6.34;7.20;8.74;7.79;9.61;8.94;7.45;4.74;4.39;3.60;3.30;5.71;10.50
Price/Book;—;—;—;—;—;—;—;—;—;—;—;—;1.64
Price/Forward Earnings;23.87;35.84;30.03;34.48;20.92;26.18;18.55;13.64;12.32;10.52;8.98;17.33;—
PEG Ratio;1.38;0.97;0.81;0.93;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.59;0.81;3.11;0.60;2.97;1.35;1.57;4.63;4.29;10.15;8.63;4.41;—
Enterprise Value (Bil);6.02;6.98;8.77;8.91;9.28;10.73;11.49;9.41;10.19;9.39;8.90;10.25;—
Enterprise Value/EBIT;21.66;23.05;17.86;24.13;18.30;27.48;33.22;15.81;16.22;16.60;14.50;22.02;—
Enterprise Value/EBITDA;9.35;10.24;10.37;10.88;10.42;11.90;10.42;7.34;7.64;7.23;6.57;8.89;—
