Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.40;0.63;0.70;0.74;0.83;0.95;1.01;0.73;0.85;0.87;1.20;0.89;1.50
Price/Earnings;6.43;8.51;12.05;11.51;14.85;15.92;12.47;8.94;12.23;25.05;39.19;14.78;24.83
Price/Cash Flow;7.24;4.62;4.48;5.53;6.29;7.20;8.83;5.35;7.02;6.18;7.32;6.85;11.13
Price/Book;0.95;1.54;1.57;1.48;1.64;2.04;2.06;1.36;1.59;1.53;1.94;1.69;1.87
Price/Forward Earnings;6.35;7.26;9.02;8.98;10.44;11.19;11.44;7.60;—;—;15.48;10.45;—
PEG Ratio;0.71;—;2.25;—;13.73;—;5.78;6.39;—;—;—;—;—
Earnings Yield %;15.54;11.75;8.30;8.69;6.73;6.28;8.02;11.19;8.17;3.99;2.55;7.61;—
Enterprise Value (Bil);6.73;14.16;15.41;14.88;17.60;20.66;23.06;19.23;26.00;24.06;28.17;22.43;—
Enterprise Value/EBIT;3.57;5.67;7.87;6.94;8.41;8.89;8.06;7.51;10.39;17.05;22.27;10.20;—
Enterprise Value/EBITDA;2.38;4.02;5.14;4.65;5.28;5.56;5.43;4.95;6.36;7.33;9.07;5.85;—
