Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.67;0.98;1.14;1.34;1.38;1.53;1.65;0.99;1.25;1.60;1.87;1.40;3.07
Price/Earnings;11.86;13.71;18.44;18.94;18.85;22.41;28.06;22.47;21.92;23.49;38.11;24.61;25.84
Price/Cash Flow;10.19;10.88;15.19;16.89;12.93;15.19;22.97;12.04;12.31;19.06;15.86;16.10;17.36
Price/Book;1.72;2.42;2.61;2.85;2.94;2.94;3.04;1.83;2.08;1.98;2.39;2.41;4.27
Price/Forward Earnings;10.05;10.67;12.14;—;—;—;—;—;—;16.78;18.94;—;—
PEG Ratio;1.01;0.71;0.81;—;—;—;—;—;—;1.20;—;—;—
Earnings Yield %;8.43;7.29;5.42;5.28;5.30;4.46;3.56;4.45;4.56;4.26;2.62;4.43;—
Enterprise Value (Bil);0.48;0.67;0.80;1.03;1.06;1.10;1.43;1.03;1.12;1.09;1.27;1.16;—
Enterprise Value/EBIT;9.39;9.84;13.19;13.92;13.13;16.14;21.54;11.59;15.22;18.34;26.80;16.60;—
Enterprise Value/EBITDA;7.32;8.12;10.50;11.59;10.85;12.79;16.04;8.70;10.53;11.85;15.81;11.97;—
