Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.98;4.60;5.52;6.37;5.29;4.97;4.42;3.65;5.05;3.74;5.52;4.09;3.01
Price/Earnings;36.41;443.67;104.93;—;44.89;21.82;24.55;27.16;167.11;11.53;14.05;37.78;25.53
Price/Cash Flow;8.12;9.52;10.31;13.33;11.90;11.12;10.08;8.76;12.59;12.19;14.56;10.14;17.03
Price/Book;0.96;1.50;1.72;1.81;1.66;1.68;1.52;1.28;1.77;1.00;1.49;1.35;4.19
Price/Forward Earnings;-666.67;27.40;18.52;69.44;61.35;63.69;91.74;—;125.00;-54.05;—;83.53;—
PEG Ratio;—;136.93;92.64;347.04;—;—;18.41;—;—;—;—;—;—
Earnings Yield %;2.75;0.23;0.95;-0.32;2.23;4.58;4.07;3.68;0.60;8.67;0.00;5.28;—
Enterprise Value (Bil);0.97;1.29;1.87;2.48;2.57;2.46;2.40;2.13;2.24;1.68;1.99;2.12;—
Enterprise Value/EBIT;10.02;37.33;42.13;67.81;32.30;21.84;24.13;24.41;39.62;15.36;43.48;25.48;—
Enterprise Value/EBITDA;7.24;17.33;19.48;21.91;15.62;11.86;12.59;12.16;16.24;9.06;16.53;12.02;—
