Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.56;3.15;3.88;4.62;3.67;4.36;5.05;4.99;6.05;7.41;7.41;5.72;3.01
Price/Earnings;19.43;18.31;20.78;29.42;32.42;31.29;28.97;90.57;34.44;75.53;8.38;48.73;25.53
Price/Cash Flow;10.13;14.42;14.79;17.45;16.88;16.83;18.21;18.91;22.52;37.03;29.34;23.41;17.03
Price/Book;1.74;2.04;2.47;3.04;2.43;3.16;3.35;3.79;4.34;4.67;3.17;3.88;4.19
Price/Forward Earnings;13.26;13.87;16.37;20.16;17.12;18.98;18.90;21.32;24.81;29.50;32.05;23.58;—
PEG Ratio;0.87;1.02;1.12;1.64;1.85;1.81;1.60;1.99;2.47;2.75;2.99;2.38;—
Earnings Yield %;5.15;5.46;4.81;3.40;3.08;3.20;3.45;1.10;2.90;1.32;11.94;2.79;—
Enterprise Value (Bil);3.75;4.84;6.21;9.16;7.81;9.77;11.73;14.47;17.50;19.80;21.46;15.14;—
Enterprise Value/EBIT;17.85;16.87;19.32;30.09;33.44;30.35;27.44;34.91;32.09;65.27;46.57;38.46;—
Enterprise Value/EBITDA;12.16;12.16;13.90;20.70;18.38;18.78;19.05;20.99;21.18;33.53;28.18;23.52;—
