Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;5.03;5.92;6.74;5.43;5.56;4.77;5.49;2.58;6.62;10.68;7.56;5.82;3.07
Price/Earnings;—;—;79.85;6.81;129.56;—;—;6.35;—;—;20.14;50.15;25.84
Price/Cash Flow;90.72;—;20.87;29.31;35.22;12.17;—;3.74;—;—;41.24;853.49;17.36
Price/Book;2.52;4.20;5.05;3.39;3.91;3.35;10.41;2.75;2.76;5.65;2.48;5.91;4.27
Price/Forward Earnings;34.97;-46.95;48.54;—;—;—;—;—;—;—;—;—;—
PEG Ratio;1.17;—;1.62;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.70;-3.06;1.25;14.68;0.77;-0.28;-34.70;15.74;-10.50;-0.53;4.96;-4.95;—
Enterprise Value (Mil);86.02;143.97;232.60;199.34;263.16;211.60;158.39;145.76;138.96;250.46;160.03;182.81;—
Enterprise Value/EBIT;—;—;54.51;36.77;56.91;—;—;3.17;—;—;17.28;59.02;—
Enterprise Value/EBITDA;142.19;—;34.53;33.31;47.31;—;—;3.10;—;3,629.84;15.68;18.78;—
