Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.48;0.63;0.63;0.66;0.73;0.89;0.90;0.53;0.38;0.37;0.54;0.59;3.01
Price/Earnings;—;29.23;145.75;—;34.89;31.98;48.79;24.41;—;—;66.67;41.63;25.53
Price/Cash Flow;43.73;14.31;191.31;65.23;20.89;40.27;16.28;17.68;28.76;27.76;5.91;22.24;17.03
Price/Book;1.17;1.57;1.68;1.91;2.08;2.50;2.77;1.38;1.03;1.00;2.14;1.76;4.19
Price/Forward Earnings;16.16;17.21;19.53;18.42;21.46;22.94;20.33;9.31;13.77;—;38.02;17.51;—
PEG Ratio;2.31;2.46;2.79;2.63;3.07;3.27;2.90;1.33;—;—;—;2.59;—
Earnings Yield %;-2.07;3.42;0.69;-1.42;2.87;3.13;2.05;4.10;-8.20;-8.50;-7.55;-2.12;—
Enterprise Value (Bil);0.81;1.11;1.24;1.39;1.51;1.97;2.29;1.77;1.29;1.25;1.68;1.66;—
Enterprise Value/EBIT;—;12.10;57.30;—;15.36;14.98;23.30;16.03;—;—;27.96;18.86;—
Enterprise Value/EBITDA;25.95;7.50;13.99;25.05;9.14;10.15;13.92;8.60;76.66;74.31;23.34;25.81;—
