Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.68;4.41;4.57;6.29;7.68;7.90;9.24;9.64;13.43;11.43;13.21;10.38;3.07
Price/Earnings;78.46;50.98;45.86;38.19;45.05;38.00;42.59;41.69;46.31;52.80;60.62;46.69;25.84
Price/Cash Flow;17.03;12.93;13.45;16.48;17.76;19.56;21.57;22.86;30.98;26.81;28.44;24.42;17.36
Price/Book;3.91;3.87;4.00;5.59;7.15;7.13;8.29;7.81;10.27;9.40;11.11;8.68;4.27
Price/Forward Earnings;39.53;61.35;30.67;44.05;—;—;—;—;—;—;59.52;—;—
PEG Ratio;6.44;12.20;6.12;8.78;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.27;1.96;2.18;2.62;2.22;2.63;2.35;2.40;2.16;1.89;1.65;2.25;—
Enterprise Value (Bil);4.89;5.17;5.30;6.56;7.82;8.31;9.92;10.92;15.16;13.93;16.60;11.77;—
Enterprise Value/EBIT;34.87;25.97;21.76;22.80;30.94;28.93;32.54;33.56;38.31;41.59;48.44;35.30;—
Enterprise Value/EBITDA;21.82;14.78;14.68;16.27;21.21;20.42;23.05;23.78;27.77;28.28;32.74;24.89;—
