Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.41;0.35;0.49;0.75;0.87;0.98;0.95;1.03;1.42;1.57;1.51;1.19;3.01
Price/Earnings;14.26;9.67;11.33;17.69;21.57;18.04;21.07;18.40;22.37;23.69;19.64;21.12;25.53
Price/Cash Flow;7.80;3.93;13.09;10.10;23.37;14.34;16.66;14.05;20.49;14.35;16.56;16.85;17.03
Price/Book;2.18;10.60;7.16;23.97;17.06;10.48;10.31;9.83;11.88;12.37;10.85;11.03;4.19
Price/Forward Earnings;9.77;7.84;8.30;16.89;19.27;—;—;15.70;20.16;20.62;20.41;—;—
PEG Ratio;0.48;0.55;0.58;1.19;—;—;—;—;—;—;—;—;—
Earnings Yield %;7.01;10.34;8.83;5.65;4.64;5.54;4.75;5.44;4.47;4.22;5.09;4.80;—
Enterprise Value (Bil);2.82;3.30;3.99;5.33;6.00;6.65;7.08;7.80;11.64;13.46;13.30;9.40;—
Enterprise Value/EBIT;9.36;7.78;7.95;11.92;13.91;14.48;14.22;13.91;17.84;19.48;18.51;16.17;—
Enterprise Value/EBITDA;7.43;6.63;6.92;10.35;12.18;12.80;12.65;12.45;15.98;17.39;16.57;14.42;—
