Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.84;0.76;1.53;1.93;1.83;1.57;1.80;2.49;1.70;1.51;1.84;1.79;3.07
Price/Earnings;9.67;7.40;13.94;19.14;18.28;15.17;20.46;32.89;18.14;14.28;16.80;20.16;25.84
Price/Cash Flow;6.59;5.30;11.46;14.20;14.93;13.06;14.88;17.35;16.56;9.81;14.46;14.30;17.36
Price/Book;2.85;2.45;4.40;6.33;5.21;4.87;4.90;6.37;5.41;4.17;5.13;5.06;4.27
Price/Forward Earnings;8.64;6.73;12.47;15.65;15.43;13.99;17.21;19.31;—;14.25;15.90;16.81;—
PEG Ratio;0.56;0.37;0.78;1.30;1.54;1.40;—;—;—;0.95;1.06;—;—
Earnings Yield %;10.34;13.51;7.17;5.22;5.47;6.59;4.89;3.04;5.51;7.00;5.95;5.55;—
Enterprise Value (Bil);0.42;0.38;0.93;1.19;1.46;1.36;1.58;2.45;1.54;1.34;1.76;1.64;—
Enterprise Value/EBIT;5.51;3.90;8.05;10.54;10.46;9.52;12.19;13.74;9.97;7.86;9.60;10.51;—
Enterprise Value/EBITDA;4.94;3.58;7.46;9.77;9.80;8.75;10.90;12.55;8.76;6.94;8.57;9.74;—
