Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;4.00;3.26;3.50;3.33;4.41;4.32;6.02;6.64;7.29;8.47;8.93;6.55;3.07
Price/Earnings;19.67;16.46;17.51;18.44;25.57;22.88;24.91;26.86;25.93;32.76;33.91;26.65;25.84
Price/Cash Flow;14.91;12.92;13.79;13.11;16.98;16.24;26.91;21.43;19.66;26.16;25.61;21.82;17.36
Price/Book;7.68;5.78;6.34;6.62;12.89;—;—;—;—;—;—;118.99;4.27
Price/Forward Earnings;17.51;14.86;15.82;16.89;22.03;19.65;24.39;21.51;23.42;25.32;27.40;23.92;—
PEG Ratio;1.72;1.62;2.01;2.58;2.46;1.89;2.58;2.48;2.83;3.08;2.30;2.71;—
Earnings Yield %;5.08;6.08;5.71;5.42;3.91;4.37;4.01;3.72;3.86;3.05;2.95;3.82;—
Enterprise Value (Bil);112.80;99.74;107.04;102.12;122.67;124.82;163.16;165.53;191.73;207.55;220.86;171.81;—
Enterprise Value/EBIT;13.68;11.60;12.25;12.18;17.41;16.24;17.49;18.57;21.70;27.51;28.00;20.43;—
Enterprise Value/EBITDA;11.72;9.89;10.39;10.18;14.23;13.55;15.21;15.98;18.40;22.45;22.84;18.20;—
