Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;1.49;2.09;1.74;0.66;1.24;1.01;1.67;1.25;3.07
Price/Earnings;—;—;—;—;114.74;30.49;48.30;14.42;796.67;16.60;24.81;87.89;25.84
Price/Cash Flow;—;—;—;—;28.71;16.67;11.09;6.04;8.87;5.86;9.38;9.16;17.36
Price/Book;—;—;—;—;3.38;2.95;2.89;1.03;1.97;1.48;2.55;2.18;4.27
Price/Forward Earnings;—;—;—;—;17.33;16.05;20.49;12.92;25.71;22.83;38.61;27.12;—
PEG Ratio;—;—;—;—;1.57;0.78;0.74;1.17;0.31;0.74;2.12;1.04;—
Earnings Yield %;—;—;—;—;0.87;3.28;2.07;6.94;0.13;6.03;4.03;3.35;—
Enterprise Value (Bil);—;—;—;—;3.25;4.46;5.01;3.15;4.44;3.96;5.67;4.16;—
Enterprise Value/EBIT;—;—;—;—;118.36;26.70;—;7.09;21.94;19.31;20.99;19.21;—
Enterprise Value/EBITDA;—;—;—;—;22.42;13.97;—;4.85;10.43;9.31;11.29;14.30;—
