Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.06;3.78;3.85;3.89;3.34;4.95;3.65;3.67;5.43;5.31;6.01;4.55;3.01
Price/Earnings;—;79.36;107.25;—;49.64;—;—;—;—;16.74;1,568.40;207.73;25.53
Price/Cash Flow;11.39;12.54;13.16;9.83;9.94;14.43;11.81;13.80;20.39;14.51;15.49;14.41;17.03
Price/Book;1.60;1.96;1.86;1.97;1.77;2.01;1.62;1.20;1.96;1.71;1.98;1.63;4.19
Price/Forward Earnings;72.99;51.55;34.13;34.97;—;—;—;243.90;-39.22;-42.37;—;—;—
PEG Ratio;18.24;12.88;8.55;8.73;—;—;—;40.89;—;—;—;—;—
Earnings Yield %;0.00;1.26;0.93;-3.67;2.01;-1.86;-2.99;-4.28;-2.90;5.97;0.06;-0.60;—
Enterprise Value (Bil);1.69;1.93;2.01;2.12;1.81;1.85;1.66;1.33;1.72;1.73;1.93;1.61;—
Enterprise Value/EBIT;25.46;24.29;24.18;62.85;20.46;139.02;53.13;109.18;140.61;18.50;57.70;104.91;—
Enterprise Value/EBITDA;13.30;13.34;12.97;20.21;11.38;25.15;15.18;14.45;18.61;10.25;17.26;16.14;—
