Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.43;1.59;1.92;2.06;2.48;2.28;2.37;2.17;2.58;2.45;2.41;2.41;3.01
Price/Earnings;17.60;19.10;21.67;20.45;75.77;20.75;19.88;24.82;23.59;19.57;19.95;22.37;25.53
Price/Cash Flow;10.89;10.17;12.65;13.73;21.03;13.69;14.68;13.87;17.25;12.27;13.57;14.55;17.03
Price/Book;5.33;6.22;8.52;9.90;850.79;136.10;163.57;—;—;136.32;86.68;188.82;4.19
Price/Forward Earnings;14.03;14.56;16.64;18.80;20.75;18.12;18.21;16.72;19.16;16.56;17.86;18.42;—
PEG Ratio;2.32;1.25;1.42;2.37;2.47;3.29;3.31;3.08;4.01;3.76;5.80;3.88;—
Earnings Yield %;5.68;5.24;4.61;4.89;1.32;4.82;5.03;4.03;4.24;5.11;5.01;4.58;—
Enterprise Value (Bil);33.94;37.95;45.07;47.18;52.88;47.64;49.43;46.34;54.31;52.52;53.40;51.10;—
Enterprise Value/EBIT;13.32;14.03;15.78;14.16;45.67;15.26;14.82;19.83;19.61;16.73;17.50;17.79;—
Enterprise Value/EBITDA;9.50;10.66;12.14;11.21;27.40;12.43;12.20;14.60;14.68;13.25;13.97;13.81;—
