Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.05;2.27;2.81;3.54;3.31;4.17;4.11;3.52;4.11;3.75;4.33;3.90;3.07
Price/Earnings;20.11;90.88;59.90;29.92;22.47;23.14;23.98;14.80;60.90;28.16;20.73;35.08;25.84
Price/Cash Flow;13.10;7.19;10.32;15.50;8.92;10.59;11.63;10.13;13.32;9.95;12.10;11.11;17.36
Price/Book;2.60;2.82;3.34;3.89;3.20;3.22;3.21;2.63;2.51;2.53;2.46;2.78;4.27
Price/Forward Earnings;16.26;14.68;17.06;20.79;17.45;19.80;20.08;16.86;18.98;19.38;19.19;19.05;—
PEG Ratio;3.67;1.89;2.57;3.07;2.36;2.57;2.85;2.53;3.86;27.51;2.76;5.21;—
Earnings Yield %;4.97;1.10;1.67;3.34;4.45;4.32;4.17;6.76;1.64;3.55;4.82;3.96;—
Enterprise Value (Bil);49.29;51.07;59.12;69.65;67.40;82.49;88.76;86.58;111.89;100.98;100.46;93.78;—
Enterprise Value/EBIT;14.37;37.04;32.10;22.50;17.99;22.27;20.86;19.93;35.60;25.95;24.39;26.61;—
Enterprise Value/EBITDA;10.50;18.10;17.87;15.30;12.51;15.14;13.81;13.71;18.80;14.82;14.60;15.56;—
