Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.98;4.20;3.73;3.83;5.24;4.73;4.58;3.09;3.68;5.22;4.01;3.93;1.45
Price/Earnings;19.18;22.67;21.01;26.58;33.22;144.57;54.23;25.16;39.46;148.85;467.76;88.64;20.35
Price/Cash Flow;12.17;12.88;13.28;16.34;22.73;18.36;22.65;14.06;20.22;24.92;17.74;19.23;9.77
Price/Book;10.88;11.45;10.34;10.02;560.62;1.73;1.73;1.20;1.82;2.32;2.13;6.25;1.85
Price/Forward Earnings;19.42;22.22;20.24;24.45;30.40;21.55;20.12;19.96;30.03;45.45;45.25;26.18;—
PEG Ratio;7.89;9.03;8.23;9.94;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.21;4.41;4.76;3.76;3.01;0.69;1.84;3.97;2.53;0.67;0.21;2.04;—
Enterprise Value (Bil);1.87;3.01;2.87;3.18;5.50;8.52;8.28;5.43;9.07;32.50;30.27;11.62;—
Enterprise Value/EBIT;14.90;21.59;19.28;24.44;29.33;325.25;45.04;19.41;38.37;192.60;183.48;130.34;—
Enterprise Value/EBITDA;12.29;17.54;15.40;18.17;23.13;48.09;18.15;11.00;17.85;58.81;33.05;26.85;—
