Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.12;0.15;0.24;0.33;0.28;0.45;0.38;0.24;0.30;0.32;0.37;0.33;3.07
Price/Earnings;11.22;5.35;17.96;10.37;4.67;15.40;18.54;—;17.38;16.19;13.68;16.02;25.84
Price/Cash Flow;3.30;2.85;4.49;6.64;10.08;7.40;10.27;10.74;6.41;7.51;9.06;9.97;17.36
Price/Book;0.98;0.92;1.29;1.56;1.06;1.67;1.44;1.12;1.47;1.27;1.43;1.37;4.27
Price/Forward Earnings;5.23;7.20;9.73;10.21;8.55;13.23;11.22;8.56;10.91;10.19;8.75;10.74;—
PEG Ratio;0.45;0.77;1.03;1.09;0.57;—;—;—;—;—;—;—;—
Earnings Yield %;8.92;18.70;5.57;9.65;21.43;6.49;5.39;-5.69;5.75;6.18;7.31;4.83;—
Enterprise Value (Bil);1.36;1.31;1.59;2.02;1.74;2.76;2.45;1.83;2.34;1.94;2.25;2.24;—
Enterprise Value/EBIT;6.83;13.12;11.00;10.48;8.64;12.00;10.41;14.63;8.48;8.46;7.43;10.48;—
Enterprise Value/EBITDA;4.48;6.60;6.61;6.95;5.76;8.07;6.92;7.51;5.96;5.65;5.42;7.36;—
