Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;4.48;1.27;1.26;1.86;1.98;10.05;8.82;3.14;3.01
Price/Earnings;—;—;—;—;—;8.85;6.70;11.97;230.17;991.14;894.00;—;25.53
Price/Cash Flow;—;—;—;—;—;—;—;—;—;—;—;—;17.03
Price/Book;—;—;—;—;2.12;0.88;0.84;1.27;1.77;13.52;1.90;2.54;4.19
Price/Forward Earnings;—;—;—;—;-4.26;7.08;8.80;14.62;36.23;83.33;—;52.24;—
PEG Ratio;—;—;—;—;—;—;—;1.22;7.26;—;—;—;—
Earnings Yield %;—;—;—;—;-5.46;11.30;14.92;8.36;0.43;0.10;-1.96;5.18;—
Enterprise Value (Bil);—;—;—;—;1.54;1.33;1.69;2.94;3.73;16.54;16.74;4.72;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;—;—;—;-14.68;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;—;—;—;633.99;—;—
