Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.25;2.28;2.61;3.62;3.57;3.19;2.21;1.13;1.14;0.27;0.76;1.59;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;—;623.33;25.53
Price/Cash Flow;5.23;8.08;8.98;10.63;10.91;8.83;6.04;3.05;3.26;3.36;25.03;5.81;17.03
Price/Book;0.98;1.39;1.44;1.98;2.22;2.25;1.12;0.76;0.90;0.25;2.16;1.13;4.19
Price/Forward Earnings;-11.47;30.03;27.70;—;—;—;—;-22.83;—;—;—;—;—
PEG Ratio;—;18.18;16.77;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-17.05;-5.10;-6.01;-2.47;-4.94;-3.32;-10.51;-13.97;-27.43;-139.00;-164.66;-36.08;—
Enterprise Value (Bil);2.73;2.86;2.90;3.11;3.34;3.03;2.33;2.04;2.07;1.87;2.00;2.28;—
Enterprise Value/EBIT;83.38;36.10;54.04;55.33;215.77;70.43;—;64.96;—;—;46.06;45.87;—
Enterprise Value/EBITDA;14.88;12.80;14.45;15.47;20.84;17.38;18.70;12.04;18.61;14.39;15.14;17.41;—
