Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;12.34;7.25;19.18;25.04;30.03;19.56;13.39;7.58;8.99;7.71;6.78;11.89;3.07
Price/Earnings;—;—;—;—;—;126.92;—;—;46.70;—;37.82;120.79;25.84
Price/Cash Flow;—;—;—;—;310.78;71.37;209.58;83.59;28.59;—;23.97;180.67;17.36
Price/Book;—;—;286.61;—;228.11;51.18;11.38;7.52;7.79;7.99;6.74;18.58;4.27
Price/Forward Earnings;-16.05;-54.64;243.90;153.85;106.38;68.03;238.10;28.33;28.65;24.10;25.32;173.41;—
PEG Ratio;—;—;—;—;—;0.40;4.09;0.45;0.57;0.87;—;1.70;—
Earnings Yield %;-5.20;-2.05;-0.26;-0.48;-0.45;0.79;-0.81;-0.83;2.14;-1.78;2.64;0.05;—
Enterprise Value (Bil);1.89;2.32;8.15;12.64;20.23;18.82;18.73;12.21;16.95;17.41;16.46;17.86;—
Enterprise Value/EBIT;—;1,213.11;402.74;—;—;97.43;—;—;39.14;—;30.32;-301.57;—
Enterprise Value/EBITDA;—;1,213.11;402.74;—;—;97.43;—;—;34.70;—;27.64;-382.36;—
