Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.34;0.42;0.65;0.92;0.75;0.73;0.78;0.97;1.03;1.11;1.38;0.91;3.07
Price/Earnings;13.04;8.64;15.29;18.77;14.15;11.71;12.53;13.89;14.80;16.65;15.83;13.41;25.84
Price/Cash Flow;3.52;3.32;5.94;8.23;6.11;5.42;6.15;7.05;7.11;3.69;7.39;6.03;17.36
Price/Book;—;—;—;—;—;—;—;—;—;—;283.57;—;4.27
Price/Forward Earnings;6.33;7.42;11.89;14.53;11.81;10.53;11.82;12.29;12.92;13.91;15.20;12.39;—
PEG Ratio;0.49;0.86;1.40;1.15;1.00;0.88;1.02;0.83;1.32;1.34;1.32;1.11;—
Earnings Yield %;7.67;11.57;6.54;5.33;7.07;8.54;7.98;7.20;6.76;6.01;6.32;7.63;—
Enterprise Value (Bil);35.85;41.60;48.87;58.81;56.13;58.50;63.33;75.20;85.15;81.83;101.81;72.66;—
Enterprise Value/EBIT;9.51;8.87;10.73;11.57;10.10;9.78;10.12;10.80;12.24;12.39;12.52;10.86;—
Enterprise Value/EBITDA;6.89;6.53;7.79;8.52;7.54;7.38;7.59;8.16;9.02;8.75;9.36;8.05;—
