Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.65;3.02;3.48;3.09;2.13;2.89;3.57;3.26;5.74;5.21;6.66;4.12;3.01
Price/Earnings;18.57;33.42;27.62;—;19.06;27.84;63.39;16.28;39.68;31.93;60.24;35.56;25.53
Price/Cash Flow;16.95;24.43;23.02;14.67;24.29;18.17;67.98;68.98;108.14;22.37;23.70;97.25;17.03
Price/Book;1.56;1.53;1.93;2.47;1.73;2.07;2.20;2.65;2.08;1.97;2.26;2.14;4.19
Price/Forward Earnings;15.92;18.12;20.04;16.00;—;—;—;—;—;—;—;—;—
PEG Ratio;1.33;1.29;1.43;1.14;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.39;2.99;3.62;-8.10;5.25;3.59;1.58;6.14;2.52;3.13;1.66;3.46;—
Enterprise Value (Mil);269.63;261.73;366.74;341.11;164.55;211.17;234.85;258.10;188.84;154.98;190.54;196.40;—
Enterprise Value/EBIT;8.66;11.31;13.37;13.49;8.55;12.35;33.40;72.68;17.02;12.48;26.92;25.80;—
Enterprise Value/EBITDA;7.29;9.37;11.65;11.83;7.25;10.33;23.41;39.51;14.81;11.24;23.16;18.45;—
