Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;10.45;11.33;11.64;12.79;12.37;11.44;10.23;9.93;9.80;9.59;9.81;10.38;3.07
Price/Earnings;23.38;22.41;22.54;23.72;21.15;22.49;19.53;11.51;18.20;16.99;32.78;18.59;25.84
Price/Cash Flow;12.57;13.89;14.96;15.80;16.53;16.09;16.86;14.70;14.62;12.96;13.24;15.33;17.36
Price/Book;2.18;2.53;2.06;2.58;2.60;2.49;2.28;2.03;2.27;1.98;2.00;2.25;4.27
Price/Forward Earnings;19.08;18.87;19.72;23.58;—;—;—;—;—;—;—;21.71;—
PEG Ratio;4.77;4.71;4.93;5.89;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.28;4.46;4.44;4.22;4.73;4.45;5.12;8.69;5.49;5.89;3.05;5.83;—
Enterprise Value (Bil);1.09;1.41;1.40;1.87;2.16;2.43;2.36;2.30;2.46;2.17;2.16;2.37;—
Enterprise Value/EBIT;20.17;23.02;21.24;23.51;23.60;22.57;20.10;13.18;19.02;17.95;28.90;19.25;—
Enterprise Value/EBITDA;15.00;16.91;15.52;17.84;18.12;17.04;15.23;10.85;14.63;13.56;18.95;14.65;—
