Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.98;0.97;0.92;0.55;0.89;1.26;1.16;1.53;1.60;1.73;2.78;1.57;3.07
Price/Earnings;—;—;—;—;—;19.47;21.07;11.54;3.13;40.82;15.77;17.40;25.84
Price/Cash Flow;—;4.09;—;—;—;17.94;6.93;15.92;8.33;12.59;19.24;12.72;17.36
Price/Book;0.86;0.73;0.84;1.07;3.29;2.75;1.95;2.35;1.36;1.28;1.77;2.16;4.27
Price/Forward Earnings;13.30;13.51;-20.83;—;—;—;—;—;—;—;—;—;—
PEG Ratio;0.72;0.68;—;—;—;—;—;—;—;—;—;—;—
Earnings Yield %;-26.09;-13.88;-21.21;-125.56;-44.11;5.14;4.75;8.67;31.95;2.45;6.34;11.18;—
Enterprise Value (Mil);25.08;11.53;17.05;12.07;15.67;17.08;12.55;20.21;19.68;17.67;28.17;18.87;—
Enterprise Value/EBIT;—;262.12;—;—;—;15.13;19.40;9.60;7.77;25.73;21.77;16.69;—
Enterprise Value/EBITDA;12.05;4.82;—;—;—;11.24;9.85;7.23;5.91;10.98;12.48;9.51;—
