Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.05;1.57;1.98;1.78;1.66;1.68;3.21;4.03;4.84;6.60;17.25;4.80;3.07
Price/Earnings;33.81;26.10;24.09;21.63;24.12;—;29.97;37.28;45.38;68.88;82.27;59.39;25.84
Price/Cash Flow;9.85;12.40;17.10;14.02;16.96;16.32;25.70;20.95;22.36;42.13;52.66;26.08;17.36
Price/Book;1.47;2.32;3.13;2.49;2.60;2.62;4.00;5.68;7.01;—;11.49;5.39;4.27
Price/Forward Earnings;16.45;13.50;15.53;17.04;17.86;17.86;—;23.81;32.57;58.48;65.79;36.71;—
PEG Ratio;1.33;0.47;0.65;1.89;5.96;1.49;—;0.55;1.36;2.88;2.93;1.73;—
Earnings Yield %;2.96;3.83;4.15;4.62;4.15;-3.33;3.34;2.68;2.20;1.45;1.22;1.28;—
Enterprise Value (Bil);2.48;3.53;5.06;4.79;4.82;5.04;9.71;14.39;19.67;43.54;47.68;18.20;—
Enterprise Value/EBIT;23.53;11.97;12.35;14.84;13.73;—;40.58;20.80;26.84;59.43;62.61;70.63;—
Enterprise Value/EBITDA;12.91;9.21;9.51;10.95;10.25;50.74;27.62;16.97;21.20;47.12;58.84;33.40;—
