Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.90;1.12;1.17;1.48;0.68;0.46;0.38;0.27;0.33;0.22;0.48;0.35;3.07
Price/Earnings;—;—;—;—;—;—;—;—;—;22.15;16.64;—;25.84
Price/Cash Flow;8.06;10.62;10.09;17.85;11.80;6.27;4.86;5.16;8.38;3.70;12.21;5.93;17.36
Price/Book;2.01;3.10;3.32;2.26;1.30;0.98;1.23;1.40;1.77;0.99;2.20;1.28;4.27
Price/Forward Earnings;123.46;84.03;12.85;12.02;6.99;6.34;—;—;—;-3.54;63.29;—;—
PEG Ratio;9.94;6.46;0.99;0.29;—;—;—;—;—;—;—;—;—
Earnings Yield %;-2.93;-2.13;-0.81;-0.87;-12.13;-13.45;-47.42;-51.34;-3.44;4.51;-26.09;-19.61;—
Enterprise Value (Bil);4.47;5.72;5.94;12.91;9.83;8.47;6.79;5.75;7.04;5.86;6.47;6.83;—
Enterprise Value/EBIT;96.77;68.74;51.59;528.83;—;55.44;—;—;40.11;22.54;21.10;-78.34;—
Enterprise Value/EBITDA;13.37;16.17;15.02;30.37;16.53;12.45;148.12;186.23;12.36;9.27;34.72;32.89;—
