Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.12;1.29;1.73;2.15;2.37;2.40;2.86;3.43;4.02;3.96;4.88;3.42;2.06
Price/Earnings;14.52;13.57;16.87;19.65;21.48;22.35;22.76;19.35;29.83;25.11;31.20;24.40;31.62
Price/Cash Flow;7.92;7.52;9.95;12.27;12.98;11.29;13.43;15.99;17.58;16.08;18.76;15.19;17.41
Price/Book;2.95;2.97;4.08;4.70;4.17;4.13;5.08;6.27;7.58;7.65;10.49;6.35;2.50
Price/Forward Earnings;8.67;10.05;12.55;15.53;—;15.58;18.42;19.96;21.88;22.68;26.60;20.60;—
PEG Ratio;2.54;0.67;1.66;2.60;—;2.59;3.49;55.41;6.84;7.13;11.66;12.31;—
Earnings Yield %;6.89;7.37;5.93;5.09;—;4.47;4.39;5.17;3.35;3.98;3.21;4.20;—
Enterprise Value (Bil);6.22;6.65;8.38;9.69;—;11.88;14.50;15.98;19.66;20.37;24.26;16.86;—
Enterprise Value/EBIT;13.47;11.49;13.39;17.88;—;17.60;17.45;16.25;22.94;20.33;24.00;19.27;—
Enterprise Value/EBITDA;8.35;7.47;8.83;11.27;—;11.41;12.00;11.68;15.97;14.25;16.92;13.32;—
