Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.72;1.82;1.82;2.01;2.21;1.66;1.18;1.12;2.21;2.11;2.61;1.57;1.50
Price/Earnings;17.90;18.94;21.33;26.37;57.99;53.59;29.33;—;58.11;27.80;17.71;47.04;24.83
Price/Cash Flow;18.00;13.00;20.88;18.87;25.59;14.80;8.91;9.33;18.86;13.74;20.13;13.33;11.13
Price/Book;3.29;3.64;3.73;3.88;4.30;3.18;2.20;2.13;4.08;3.66;3.91;2.89;1.87
Price/Forward Earnings;15.70;15.82;15.72;19.38;30.96;—;—;—;—;—;—;—;—
PEG Ratio;5.23;2.57;2.56;3.15;—;—;—;—;—;—;—;—;—
Earnings Yield %;5.59;5.28;4.69;3.79;1.72;1.87;3.41;-0.44;1.72;3.60;5.65;2.15;—
Enterprise Value (Bil);1.02;1.39;1.52;1.73;2.48;2.01;1.58;1.44;2.45;2.35;2.37;1.86;—
Enterprise Value/EBIT;11.93;14.09;15.73;17.67;37.53;35.34;22.79;23.17;31.93;20.23;12.73;27.19;—
Enterprise Value/EBITDA;9.78;11.28;12.27;13.60;22.78;20.16;13.58;13.70;16.98;13.73;9.71;15.24;—
