Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;—;5.57;3.80;2.97;2.41;—;1.96
Price/Earnings;—;—;—;—;—;—;—;—;39.25;39.10;29.74;—;14.95
Price/Cash Flow;—;—;—;—;—;—;—;89.51;39.21;15.89;21.60;—;13.20
Price/Book;—;—;—;—;—;—;—;3.95;3.23;3.16;2.61;—;1.99
Price/Forward Earnings;—;—;—;—;—;—;—;29.41;20.00;17.67;35.21;—;—
PEG Ratio;—;—;—;—;—;—;—;—;—;—;0.62;—;—
Earnings Yield %;—;—;—;—;—;—;—;-11.94;2.55;2.56;3.36;—;—
Enterprise Value (Bil);—;—;—;—;—;—;—;2.30;2.59;3.06;2.44;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;—;2,497.74;101.71;31.30;20.89;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;—;2,497.74;101.71;31.30;20.89;—;—
