Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;8.72;9.85;10.41;11.80;9.28;13.23;14.40;14.21;14.04;12.60;16.90;13.71;3.07
Price/Earnings;20.72;22.84;24.08;25.93;20.21;29.76;32.09;27.02;25.32;23.12;30.87;27.25;25.84
Price/Cash Flow;20.03;21.29;23.21;25.67;17.41;28.49;29.69;26.35;25.90;19.40;27.02;26.23;17.36
Price/Book;3.54;2.97;2.88;3.08;2.61;3.60;4.65;4.98;4.26;3.67;5.09;4.31;4.27
Price/Forward Earnings;17.36;18.83;18.66;23.87;—;—;—;—;—;—;—;—;—
PEG Ratio;0.69;0.75;0.75;0.95;—;—;—;—;—;—;—;—;—
Earnings Yield %;4.83;4.38;4.15;3.86;4.95;3.36;3.12;3.70;3.95;4.33;3.24;3.81;—
Enterprise Value (Mil);252.78;253.25;272.54;325.99;236.29;317.43;394.30;394.23;332.15;245.21;343.67;339.81;—
Enterprise Value/EBIT;15.02;16.81;17.80;18.57;12.99;20.79;22.42;20.88;22.93;19.56;26.97;21.13;—
Enterprise Value/EBITDA;14.62;16.17;16.99;17.64;12.39;19.72;20.95;19.97;21.99;18.75;25.87;20.12;—
