Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.08;2.35;2.97;2.79;2.72;3.07;4.14;3.01;5.66;7.22;7.43;4.47;3.07
Price/Earnings;10.17;17.97;33.25;21.51;46.98;—;19.57;30.17;25.26;30.66;29.21;25.89;25.84
Price/Cash Flow;7.87;9.61;15.52;12.48;8.16;11.55;16.63;14.17;22.29;26.42;27.49;17.72;17.36
Price/Book;1.83;1.78;1.73;1.96;2.06;2.84;3.88;3.30;7.65;9.99;9.19;5.42;4.27
Price/Forward Earnings;9.62;10.22;12.17;16.13;14.12;17.04;19.46;12.03;23.20;26.88;24.04;20.34;—
PEG Ratio;0.96;3.99;1.21;1.34;1.18;1.42;1.62;1.00;—;—;—;1.35;—
Earnings Yield %;8.95;5.57;3.01;4.65;2.13;-2.09;5.11;3.31;3.96;3.26;3.42;3.04;—
Enterprise Value (Bil);1.48;2.58;2.60;3.48;3.39;4.21;6.94;4.65;10.87;19.15;20.49;9.01;—
Enterprise Value/EBIT;4.78;8.84;15.94;14.95;24.47;—;13.79;9.73;20.96;22.50;21.51;16.12;—
Enterprise Value/EBITDA;3.59;5.93;8.39;8.99;12.07;390.64;11.38;7.92;17.06;19.58;18.95;30.84;—
