Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;—;—;—;6.14;8.57;7.74;13.67;12.28;—;3.01
Price/Earnings;—;—;—;—;—;—;—;—;—;—;1,135.50;—;25.53
Price/Cash Flow;—;—;—;—;—;—;122.05;44.02;46.28;106.96;159.39;—;17.03
Price/Book;—;—;—;—;—;—;—;6.13;5.03;10.65;11.95;—;4.19
Price/Forward Earnings;—;—;—;—;—;—;476.19;94.34;131.58;416.67;—;—;—
PEG Ratio;—;—;—;—;—;—;32.22;6.26;8.74;27.30;—;—;—
Earnings Yield %;—;—;—;—;—;—;-0.97;-0.30;-0.42;-0.02;-0.39;—;—
Enterprise Value (Bil);—;—;—;—;—;—;1.38;1.98;1.99;4.74;4.74;—;—
Enterprise Value/EBIT;—;—;—;—;—;—;175.55;222.62;—;413.27;1,487.67;—;—
Enterprise Value/EBITDA;—;—;—;—;—;—;76.99;101.49;219.61;159.78;456.67;—;—
