Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;—;—;—;0.47;0.77;0.50;0.36;0.22;0.40;0.61;0.52;0.37;3.07
Price/Earnings;—;—;—;16.98;28.04;13.04;12.47;9.73;16.73;10.83;7.66;11.89;25.84
Price/Cash Flow;—;—;—;11.60;14.29;23.93;7.36;21.38;3.33;4.05;3.91;8.34;17.36
Price/Book;—;—;—;—;—;21.37;6.56;2.79;3.48;4.40;3.64;7.99;4.27
Price/Forward Earnings;—;—;—;14.95;19.53;11.05;9.44;6.13;12.61;12.59;12.76;10.24;—
PEG Ratio;—;—;—;1.49;1.95;1.10;0.94;0.61;—;—;—;1.13;—
Earnings Yield %;—;—;—;5.89;3.57;7.67;8.02;10.27;5.98;9.23;13.06;9.47;—
Enterprise Value (Bil);—;—;—;0.54;0.77;0.63;0.51;0.42;0.76;1.04;1.00;0.62;—
Enterprise Value/EBIT;—;—;—;11.36;14.95;10.16;9.92;9.64;20.41;10.50;7.20;11.95;—
Enterprise Value/EBITDA;—;—;—;8.56;12.28;8.38;7.47;6.78;13.58;8.64;6.21;8.67;—
