Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.86;3.14;4.50;4.20;3.41;3.63;5.41;4.50;5.43;7.80;7.60;5.21;3.07
Price/Earnings;18.09;21.28;23.39;22.52;12.64;23.67;71.78;23.91;26.80;41.34;36.18;41.46;25.84
Price/Cash Flow;17.02;16.75;20.47;21.47;20.96;18.48;25.47;21.10;21.57;32.52;29.79;23.06;17.36
Price/Book;7.32;6.89;7.93;7.35;6.24;6.52;10.63;8.68;8.84;10.46;9.35;9.16;4.27
Price/Forward Earnings;15.55;17.61;20.53;20.41;20.04;23.75;28.90;20.96;27.40;34.60;32.57;26.95;—
PEG Ratio;0.86;1.17;1.41;1.73;2.25;1.98;2.41;2.80;3.63;3.69;3.09;2.83;—
Earnings Yield %;5.53;4.70;4.28;4.44;7.91;4.22;1.39;4.18;3.73;2.42;2.76;3.17;—
Enterprise Value (Bil);2.48;3.24;4.74;4.81;4.30;4.95;7.82;7.05;8.75;12.12;12.69;7.99;—
Enterprise Value/EBIT;11.85;13.68;15.60;14.64;8.84;16.59;43.74;17.22;21.36;33.96;29.55;26.29;—
Enterprise Value/EBITDA;10.16;11.75;13.87;13.15;8.15;14.29;34.94;15.43;19.10;29.55;26.10;22.08;—
