Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;6.36;7.66;6.38;7.01;5.96;8.08;6.93;5.63;7.20;4.47;5.83;5.86;3.07
Price/Earnings;28.82;49.05;68.33;20.64;21.38;48.55;56.48;32.03;47.77;70.65;87.36;39.77;25.84
Price/Cash Flow;11.44;12.11;12.21;14.59;13.09;16.13;13.51;10.84;14.49;8.55;11.38;11.42;17.36
Price/Book;1.77;1.37;1.38;1.51;2.04;2.39;2.16;1.94;3.54;1.64;2.26;2.07;4.27
Price/Forward Earnings;—;28.82;41.84;34.72;—;—;—;—;—;—;—;—;—
PEG Ratio;—;5.76;8.37;6.95;—;—;—;—;—;—;—;—;—
Earnings Yield %;3.60;2.24;1.46;4.84;4.68;2.06;1.77;3.12;2.09;1.42;1.14;2.96;—
Enterprise Value (Bil);0.74;0.89;0.57;0.62;0.87;1.09;0.99;0.90;1.15;0.73;1.26;1.20;—
Enterprise Value/EBIT;18.79;23.37;15.04;9.72;13.69;22.97;19.96;16.12;20.58;18.41;31.02;22.87;—
Enterprise Value/EBITDA;13.54;16.24;10.26;7.45;10.12;15.48;13.01;10.70;13.71;10.60;17.95;15.03;—
