Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;3.02;2.45;4.15;3.40;5.82;4.57;6.91;5.02;6.65;9.41;8.58;6.91;3.07
Price/Earnings;18.95;10.51;17.14;23.43;26.33;31.40;43.37;62.09;28.16;32.58;31.85;53.59;25.84
Price/Cash Flow;13.19;8.83;14.75;15.13;20.93;11.84;25.22;18.43;23.94;35.50;24.95;24.27;17.36
Price/Book;1.32;1.04;1.03;2.08;3.56;3.05;4.81;3.34;3.73;5.00;4.78;4.29;4.27
Price/Forward Earnings;12.77;11.64;13.68;13.62;24.63;17.67;25.51;16.84;25.64;27.25;26.25;25.32;—
PEG Ratio;0.94;5.20;1.11;0.96;1.93;1.87;1.44;1.22;2.77;1.96;1.89;2.32;—
Earnings Yield %;5.28;9.51;5.83;4.27;3.80;3.18;2.31;1.61;3.55;3.07;3.14;2.69;—
Enterprise Value (Bil);11.20;7.43;10.22;15.04;27.99;29.17;48.69;34.91;43.41;68.08;67.57;47.37;—
Enterprise Value/EBIT;11.66;5.09;6.47;14.53;18.49;23.60;32.18;23.05;22.41;26.24;23.46;27.84;—
Enterprise Value/EBITDA;7.85;4.16;5.31;11.28;13.75;13.30;18.01;14.16;15.96;22.46;20.31;18.00;—
