Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;2.60;3.25;5.53;4.43;—;—;4.30;4.01;5.63;4.94;6.17;5.14;3.07
Price/Earnings;168.90;—;466.62;31.04;—;—;129.43;132.97;81.25;136.07;223.09;162.69;25.84
Price/Cash Flow;10.93;12.89;22.21;19.59;—;—;17.88;16.54;21.13;18.73;22.28;20.20;17.36
Price/Book;4.89;6.68;12.34;15.11;—;—;—;—;—;—;—;19.89;4.27
Price/Forward Earnings;40.32;82.64;70.92;74.07;56.82;55.25;69.93;42.74;65.79;66.23;79.37;66.09;—
PEG Ratio;0.56;6.89;5.93;6.19;4.74;—;1.65;—;2.25;—;1.01;3.90;—
Earnings Yield %;0.59;-0.41;0.21;3.22;0.14;0.75;0.77;0.75;1.23;0.73;0.45;0.81;—
Enterprise Value (Bil);0.93;1.21;2.10;1.94;—;—;2.55;2.60;3.73;3.61;4.44;3.37;—
Enterprise Value/EBIT;26.72;37.02;45.90;35.52;—;—;34.39;29.33;34.35;40.10;52.05;37.08;—
Enterprise Value/EBITDA;9.89;12.75;19.14;15.75;—;—;16.90;15.46;19.65;21.11;25.93;19.59;—
