Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;0.70;0.79;0.99;1.53;1.32;1.41;1.35;1.21;1.93;2.08;2.34;1.51;3.01
Price/Earnings;81.66;81.22;11.42;128.77;36.94;3,643.00;—;42.75;196.23;—;35.18;302.67;25.53
Price/Cash Flow;18.66;10.70;10.59;14.53;21.22;10.55;12.09;15.29;20.01;23.80;12.23;16.47;17.03
Price/Book;1.08;1.53;1.66;2.32;2.14;2.03;1.30;1.30;1.29;1.58;1.73;1.58;4.19
Price/Forward Earnings;8.45;9.78;10.98;15.92;13.64;23.70;21.60;16.78;23.87;18.35;15.20;20.92;—
PEG Ratio;0.89;0.82;0.91;1.33;—;—;—;—;—;—;—;—;—
Earnings Yield %;1.22;1.23;8.76;0.78;2.71;0.03;-2.37;2.34;0.51;-10.23;2.84;-1.41;—
Enterprise Value (Bil);7.56;9.42;10.47;10.18;8.97;8.86;6.68;6.68;6.05;6.35;6.81;7.20;—
Enterprise Value/EBIT;56.42;34.62;8.55;216.64;26.76;27.16;49.88;26.71;32.86;—;27.68;30.32;—
Enterprise Value/EBITDA;17.46;13.36;6.35;23.14;13.26;13.36;15.36;11.88;12.78;—;13.76;13.29;—
