Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.36;1.89;2.71;3.07;2.98;1.70;1.79;1.67;1.54;0.99;1.31;1.59;3.01
Price/Earnings;12.37;15.48;17.49;18.82;19.83;19.16;14.23;9.19;11.45;15.86;7.65;39.10;25.53
Price/Cash Flow;10.41;13.98;13.92;13.82;14.07;12.60;8.75;6.10;8.83;5.69;7.17;9.34;17.03
Price/Book;5.54;7.27;8.33;7.48;—;—;—;—;—;—;12.25;32.69;4.19
Price/Forward Earnings;9.48;10.58;17.01;19.23;16.45;13.53;13.32;13.57;9.35;4.94;8.06;10.77;—
PEG Ratio;0.86;1.17;1.54;1.75;1.50;1.23;1.21;1.36;0.94;0.40;0.64;1.02;—
Earnings Yield %;8.08;6.46;5.72;5.31;5.04;5.22;7.03;10.88;8.73;6.31;13.08;7.51;—
Enterprise Value (Bil);6.04;5.28;8.07;8.77;9.00;6.50;6.80;6.10;6.46;4.72;5.32;6.08;—
Enterprise Value/EBIT;11.67;7.16;11.98;11.68;12.25;9.96;9.55;7.94;10.86;10.07;6.86;11.66;—
Enterprise Value/EBITDA;11.67;7.16;11.98;11.19;11.38;7.82;7.60;6.46;8.49;7.44;5.71;8.19;—
