Calendar;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;Current;5-Yr;Index
Price/Sales;1.01;1.01;1.12;1.11;0.90;0.70;0.62;0.33;0.34;0.51;0.50;0.50;3.07
Price/Earnings;16.04;17.46;20.60;22.37;21.84;19.08;21.25;11.84;34.13;—;18.82;21.25;25.84
Price/Cash Flow;8.69;10.82;16.25;24.06;40.46;25.62;11.55;6.04;—;—;32.52;19.39;17.36
Price/Book;2.33;2.74;3.02;3.39;3.30;2.86;2.51;1.29;1.35;3.21;3.05;2.26;4.27
Price/Forward Earnings;13.85;14.25;18.08;20.58;17.06;17.21;—;12.69;14.75;16.64;15.31;15.31;—
PEG Ratio;1.69;1.27;1.69;2.28;1.59;1.13;—;—;5.32;—;2.04;3.39;—
Earnings Yield %;6.23;5.73;4.85;4.47;4.58;5.24;4.71;8.44;2.93;-18.22;5.31;0.27;—
Enterprise Value (Bil);3.57;3.99;4.69;5.34;5.53;5.10;4.42;2.52;2.58;3.50;3.51;3.67;—
Enterprise Value/EBIT;9.80;11.23;13.30;14.45;14.43;14.42;16.02;17.06;20.85;—;15.67;16.63;—
Enterprise Value/EBITDA;8.83;9.98;11.73;12.68;12.23;11.60;12.30;10.88;12.53;—;11.59;11.78;—
